id,scenario,kernel,horizon,scale,envOrder,searchHistory,optimaGuess,reward,start,instructionsComplete,end,ExperimentDuration,instructionDuration,age,gender,processDescription
61,0,1,1,"[70,67,65,75,66,78,66,73,65,79,75,71,65,72,68,75]","[33,35,11,13,36,15,7,17,29,19,37,5,24,34,38,4]","{""xcollect"":[[16,16,4,3,2,1,0,2,2,1,1],[12,25,2,28,18,19],[3,6,1,21,11,4,16,28,29,28,28],[24,27,28,27,27,27],[9,10,11,12,11,8,13,11,11,11,11],[17,5,5,5,5,5],[8,7,6,7,7,7,7,7,7,7,7],[3,7,1,0,0,0],[16,6,26,11,1,22,21,22,22,22,22],[27,15,14,16,15,15],[24,27,21,20,19,18,16,17,18,18,18],[20,12,4,16,17,15],[18,22,26,14,8,7,9,8,8,8,8],[19,3,24,25,23,22],[6,5,4,3,5,5,5,5,5,5,5],[12,5,4,3,2,2]],""ycollect"":[[30,27,70,93,100,99,80,99,99,102,100],[39,59,46,-1,86,96],[71,61,61,18,34,61,54,99,93,99,100],[58,100,90,99,99,102],[85,96,99,92,98,64,73,100,100,101,100],[37,101,100,99,102,100],[91,100,91,100,99,101,100,99,100,100,101],[72,1,93,99,100,100],[35,32,2,34,18,58,57,58,58,59,59],[37,91,83,69,91,88],[70,31,76,77,83,87,72,84,88,88,88],[51,66,30,93,84,100],[65,67,55,22,100,92,92,98,101,101,101],[0,30,85,59,91,72],[84,93,88,66,93,92,91,92,94,94,94],[34,68,76,87,86,85]],""ycollectScaled"":[[26,24,54,70,75,74,61,74,74,76,75],[31,45,36,4,63,69],[51,45,45,17,27,45,40,69,65,69,70],[49,80,73,79,79,82],[61,68,70,66,70,47,53,71,71,72,71],[34,84,83,82,85,83],[65,71,65,71,70,72,71,70,71,71,72],[58,6,73,77,78,78],[28,26,6,27,17,43,42,43,43,43,43],[34,77,71,60,77,75],[58,28,62,63,67,70,59,68,71,71,71],[41,52,26,71,65,76],[47,49,41,19,70,65,65,69,71,71,71],[5,27,66,47,71,57],[62,68,65,50,68,68,67,68,69,69,69],[31,56,62,70,70,69]]}","3,88,71",1.34,22/02/2017 17:28:22,22/02/2017 17:30:10,22/02/2017 17:34:59,0:06:37,0:01:48,31,1,Look at boxes far from low paying boxes and next to high paying ones.
62,1,0,0,"[66,76,62,60,66,62,73,78,69,69,66,63,60,70,78,80]","[12,9,3,38,16,8,39,30,23,28,34,1,6,7,32,13]","{""xcollect"":[[24,23,13,14,15,16],[20,19,21,22,23,24,25,26,27,28,29],[16,7,6,10,11,13],[16,15,14,17,13,12,5,24,27,21,20],[24,23,22,21,20,19],[25,24,23,26,17,8,2,1,3,4,0],[17,16,15,14,18,11],[17,16,24,25,23,21,22,7,1,0,2],[11,12,13,10,20,25],[9,10,11,8,7,6,21,22,20,19,18],[15,4,25,22,28,10],[15,14,13,12,16,17,5,9,21,18,25],[11,10,9,12,13,14],[5,6,14,16,22,23,27,13,12,3,4],[5,6,3,2,1,0],[0,1,2,3,4,5,29,21,14,13,12]],""ycollect"":[[31,25,50,101,94,57],[101,67,82,67,58,60,78,67,74,98,95],[18,48,25,101,102,79],[67,94,64,41,49,32,29,42,55,71,19],[75,100,94,97,73,49],[84,98,44,55,54,52,96,79,87,52,12],[66,99,67,20,26,57],[35,39,98,50,58,36,13,14,81,72,63],[57,77,68,45,54,94],[69,72,44,94,81,35,74,42,100,96,63],[7,30,53,17,48,11],[85,88,85,65,69,21,29,36,18,1,36],[77,92,70,76,65,81],[59,56,72,30,71,39,25,71,37,12,9],[61,31,86,74,71,61],[86,75,62,48,28,0,30,27,61,86,70]],""ycollectScaled"":[[25,22,38,72,67,43],[82,56,67,56,49,51,64,56,61,79,77],[16,35,21,68,68,54],[45,61,43,30,34,24,22,30,38,48,16],[55,71,67,69,53,37],[57,66,32,39,38,37,65,54,59,37,12],[53,77,54,20,24,47],[32,35,81,44,50,33,15,16,68,61,54],[44,58,52,36,42,70],[53,55,35,70,61,29,56,34,74,71,48],[10,25,40,16,37,12],[59,60,59,46,48,18,23,28,16,6,28],[51,60,47,51,44,54],[46,44,55,26,55,32,23,55,31,13,11],[53,29,72,63,60,53],[74,65,55,43,27,5,29,27,54,74,61]]}","13,87,75",1.15,22/02/2017 17:29:27,22/02/2017 17:30:50,22/02/2017 17:35:44,0:06:17,0:01:23,28,1,"How did you try to increase your performance bonus?I just checked around the boses with high numbers. If they decreased, I had to find some other box to find bigger numbers somewhere else."
63,1,0,1,"[60,78,64,61,72,78,60,67,77,78,72,66,67,64,75,72]","[19,38,14,20,16,1,22,6,25,29,31,0,4,18,12,10]","{""xcollect"":[[11,6,24,12,13,20,2,17,14,15,10],[2,2,2,3,1,2],[8,9,7,19,15,24,25,23,22,21,22],[14,4,3,5,6,5],[20,19,21,22,23,24,23,23,23,23,23],[19,2,8,3,1,1],[28,3,7,11,8,9,5,26,25,27,27],[12,13,11,10,9,10],[26,23,17,16,15,16,16,16,16,16,16],[1,2,3,0,2,2],[9,14,18,19,17,16,23,22,24,18,18],[10,11,9,8,7,8],[8,10,13,14,12,17,18,16,17,17,17],[3,5,7,6,4,5],[20,12,11,8,16,17,15,14,13,14,14],[4,6,7,5,6,6]],""ycollect"":[[89,27,33,100,95,45,26,35,96,56,74],[83,83,83,53,75,83],[64,58,45,47,42,82,56,95,100,85,98],[27,48,16,62,47,61],[71,50,97,92,99,75,100,99,100,101,101],[14,42,32,32,82,81],[51,49,46,11,60,45,40,95,64,100,99],[77,63,76,91,68,90],[26,30,80,99,68,100,98,100,99,100,101],[60,70,62,48,69,69],[0,18,71,69,65,43,58,29,59,68,70],[43,27,75,97,76,96],[68,62,74,51,20,101,78,58,103,99,101],[42,78,49,61,62,76],[16,33,36,22,58,25,93,100,51,99,100],[31,56,40,42,54,56]],""ycollectScaled"":[[58,21,25,65,62,32,21,26,63,39,49],[70,70,70,46,64,70],[46,42,34,35,32,57,41,66,69,59,68],[21,34,15,43,34,42],[56,41,75,71,76,59,77,76,77,78,78],[16,38,30,30,69,68],[36,34,33,12,41,32,29,62,43,65,64],[57,47,56,66,51,65],[25,28,67,81,57,82,80,82,81,82,83],[52,60,53,42,59,59],[5,18,56,55,52,36,47,26,47,54,55],[33,23,55,69,55,68],[51,47,55,39,18,73,57,44,74,71,73],[32,55,36,44,45,54],[17,30,32,22,49,24,75,80,43,79,80],[27,45,34,35,44,45]]}","17,16,17",1.02,22/02/2017 17:35:19,22/02/2017 17:36:54,22/02/2017 17:53:11,0:17:52,0:01:35,32,1,"Attempt for a few areas and then because they gradually increase and decrease, accept that it was likely the largest I was going to find."
64,1,1,0,"[70,62,78,70,66,72,63,71,62,76,74,76,68,74,78,80]","[20,21,24,27,18,33,34,10,9,3,29,22,11,16,7,17]","{""xcollect"":[[19,18,20,21,22,17],[7,16,22,23,21,20,19,18,17,27,28],[18,17,19,20,21,22],[26,25,27,24,28,23,29,22,21,20,19],[10,17,4,5,6,7],[27,26,25,24,28,23,29,15,9,8,7],[15,16,14,13,12,11],[26,25,24,23,27,28,11,12,10,15,16],[12,21,17,16,18,19],[7,8,6,12,13,14,11,10,15,9,21],[13,14,4,3,5,2],[18,19,20,21,26,8,7,9,10,11,12],[26,25,27,28,29,10],[26,25,27,28,9,8,7,10,16,18,2],[22,21,7,6,8,9],[23,15,14,16,7,27,28,29,26,25,24]],""ycollect"":[[100,88,99,91,76,65],[39,27,57,55,80,101,100,74,43,90,80],[65,54,73,78,73,67],[101,93,90,77,70,67,55,62,60,62,72],[29,12,66,87,91,77],[63,73,72,59,48,44,41,15,40,55,42],[50,39,77,100,94,68],[49,55,44,22,38,26,68,58,65,65,92],[19,27,95,74,99,90],[54,52,49,97,100,72,78,58,31,50,17],[24,10,100,85,79,53],[38,45,45,31,33,75,41,93,101,96,80],[88,61,100,99,92,31],[47,45,63,46,78,81,56,50,52,16,79],[7,0,101,89,93,82],[41,56,48,49,-1,76,78,75,63,50,45]],""ycollectScaled"":[[75,67,74,69,58,51],[29,22,40,39,55,68,67,51,32,61,55],[56,47,62,66,62,57],[76,70,68,59,54,52,44,48,47,48,55],[24,13,49,62,65,56],[50,58,57,47,40,37,35,16,34,45,35],[37,30,54,68,64,48],[40,44,36,21,32,23,53,46,51,51,70],[17,22,64,51,66,61],[46,45,42,79,81,60,64,49,29,43,18],[23,12,79,68,63,44],[34,39,39,29,30,62,36,76,82,78,66],[65,46,73,72,68,26],[40,38,52,39,63,65,46,42,43,17,63],[10,5,84,74,78,69],[38,50,43,44,4,66,67,65,55,45,41]]}","4,46,42",1.21,22/02/2017 17:35:57,22/02/2017 17:37:49,22/02/2017 17:42:25,0:06:28,0:01:52,31,1,"I chose squares next to higher numbers, assuming they would be grouped together."
65,1,1,1,"[62,68,70,69,79,79,77,75,63,74,62,63,75,79,63,76]","[19,37,18,20,38,26,29,32,7,2,36,39,4,8,24,5]","{""xcollect"":[[16,17,15,14,13,12,1,2,4,5,6],[16,15,17,18,19,20],[14,13,15,11,17,2,1,26,27,25,24],[25,24,23,22,21,20],[15,16,15,14,17,18,5,6,4,3,7],[12,26,19,20,18,17],[10,22,23,21,20,19,18,17,16,3,4],[11,12,27,21,20,22],[15,3,9,10,8,7,6,5,25,24,26],[16,17,14,4,8,23],[5,27,26,29,28,1,0,2,15,20,10],[3,28,2,1,0,4],[25,3,4,2,1,0,5,6,7,8,9],[28,3,14,21,20,19],[27,2,15,22,23,21,20,19,18,8,9],[0,1,2,2,3,4]],""ycollect"":[[70,38,89,82,67,59,46,58,88,100,94],[75,70,86,88,83,78],[50,50,44,40,14,22,26,101,96,100,88],[51,56,63,75,90,101],[101,100,100,77,80,52,94,84,89,64,68],[8,9,87,71,101,91],[26,57,56,57,69,83,90,71,34,84,101],[25,17,8,75,64,83],[21,30,81,79,92,100,89,61,90,72,77],[48,30,41,35,56,26],[35,59,35,54,65,61,69,53,66,59,94],[60,45,72,79,70,45],[60,91,77,85,74,76,68,74,84,92,95],[29,25,53,61,61,58],[57,8,26,67,60,75,74,73,65,100,90],[88,91,75,74,45,31]],""ycollectScaled"":[[48,29,60,56,47,42,34,41,60,67,63],[56,53,63,65,61,58],[40,40,36,33,15,20,23,76,72,75,67],[40,44,48,57,67,75],[85,84,84,66,68,46,79,71,75,56,59],[11,12,74,61,85,77],[25,49,48,49,58,69,74,60,31,70,83],[24,18,11,61,53,67],[18,24,56,55,63,68,61,43,62,50,54],[41,27,35,31,46,24],[27,42,27,38,45,43,48,38,46,42,63],[43,33,50,55,49,33],[50,73,63,69,61,62,56,61,68,74,76],[28,25,47,53,53,51],[41,10,21,47,43,52,52,51,46,68,62],[72,74,62,61,39,29]]}","1,92,75",1.14,22/02/2017 17:22:05,22/02/2017 17:23:00,22/02/2017 17:27:17,0:05:12,0:00:55,22,1,"I tried to pick the spots with the highest points. If there was a high point value box already revealed, I would click around that one first. If not, I would click across the board and try to find a red box."
66,0,0,0,"[73,67,63,78,67,77,69,65,72,77,64,68,76,60,63,71]","[37,36,19,31,5,25,16,12,13,7,2,21,11,14,4,22]","{""xcollect"":[[4,3,2,1,5,6],[25,15,15,14,16,16,17,17,18,18,18],[10,9,11,12,12,12],[12,13,11,12,12,12,12,12,12,12,12],[10,10,10,10,10,10],[9,10,8,16,16,16,16,16,16,16,16],[29,28,29,29,29,29],[2,21,8,16,15,15,15,15,15,15,15],[5,22,22,22,22,22],[19,13,12,14,14,14,14,14,14,14,14],[15,10,9,10,10,10],[25,17,16,18,9,17,17,17,17,17,17],[23,22,22,22,22,22],[15,10,22,22,22,22,22,22,22,22,22],[21,7,12,6,7,7],[5,18,13,26,26,26,26,26,26,26,26]],""ycollect"":[[48,95,91,56,83,91],[27,77,76,46,86,85,88,87,101,100,99],[73,56,89,100,100,100],[80,71,46,80,82,81,82,79,79,82,81],[100,100,100,100,100,99],[66,39,55,101,101,100,99,98,99,100,98],[78,63,79,78,77,79],[10,34,20,57,94,95,93,93,93,94,94],[2,67,67,69,69,68],[15,72,39,74,73,72,72,71,73,71,72],[-1,69,55,69,68,68],[34,68,59,56,59,68,70,68,69,69,69],[54,92,90,91,90,87],[43,46,98,99,100,100,100,100,100,100,99],[38,48,21,35,47,46],[40,31,40,96,96,97,96,97,95,95,95]],""ycollectScaled"":[[40,74,71,46,66,71],[23,57,56,36,63,62,64,63,73,72,71],[51,40,61,68,68,68],[67,60,41,67,69,68,69,67,67,69,68],[72,72,72,72,72,71],[56,35,47,83,83,82,81,80,81,82,80],[59,48,60,59,58,60],[12,27,18,42,66,67,65,65,65,66,66],[6,53,53,55,55,54],[17,60,35,62,61,60,60,60,61,60,60],[4,49,40,49,49,49],[28,51,45,43,45,51,53,51,52,52,52],[46,75,73,74,73,71],[31,33,64,64,65,65,65,65,65,65,64],[29,35,18,27,35,34],[33,27,33,73,73,74,73,74,72,72,72]]}","27,100,76",1.3,22/02/2017 17:22:26,22/02/2017 17:24:52,22/02/2017 17:38:19,0:15:53,0:02:26,59,1,"I used a risk-reward strategy. I only explored if initial value(s) were low. That said, I ran with the \\""pigs get fat, hogs get slaughtered\\"" axiom once I found a competitive value and thus stopped exploring."
67,0,0,1,"[77,74,75,76,80,76,79,80,65,71,70,75,61,70,74,71]","[21,9,29,1,36,10,15,17,11,38,12,8,3,25,39,30]","{""xcollect"":[[11,15,17,19,16,5,6,7,8,9,26],[27,6,7,8,9,26],[7,8,9,21,22,20,19,18,17,23,24],[20,7,3,16,17,15],[5,6,7,8,9,10,11,12,13,14,15],[13,14,12,16,15,22],[12,5,6,7,8,4,3,2,1,0,9],[5,9,10,11,12,7],[15,12,6,4,3,5,7,16,14,19,22],[13,14,15,16,17,24],[22,5,6,15,16,14,13,12,11,10,17],[9,13,14,15,5,4],[11,10,9,12,13,14,15,8,7,6,1],[24,9,10,8,6,7],[27,8,9,7,6,10,11,12,13,5,4],[1,2,3,0,6,14]],""ycollect"":[[41,57,68,30,61,41,57,101,84,56,69],[73,50,66,74,57,68],[61,72,64,91,57,81,97,71,53,38,55],[20,17,32,68,20,87],[47,66,62,71,90,74,50,47,42,47,76],[55,60,44,52,103,65],[45,68,78,63,58,88,99,74,95,100,79],[19,80,82,64,51,8],[56,27,57,70,32,97,34,34,35,35,91],[48,64,93,68,40,38],[38,37,5,94,57,100,49,32,36,28,24],[43,46,29,13,76,53],[101,99,66,94,79,68,24,58,48,24,78],[23,64,38,56,71,78],[49,64,63,60,52,52,59,53,30,77,69],[80,63,38,72,40,0]],""ycollectScaled"":[[37,49,57,28,52,37,49,83,70,48,58],[59,42,54,60,47,55],[51,59,53,73,48,66,78,58,45,34,46],[20,18,29,57,20,71],[43,58,55,62,77,64,45,43,39,43,66],[47,51,38,45,83,54],[41,59,67,55,51,75,83,63,80,84,67],[20,69,71,56,46,11],[41,23,42,51,26,68,27,27,28,28,64],[39,50,71,53,33,32],[32,31,9,71,45,75,39,27,30,25,22],[37,40,27,15,62,45],[67,65,45,62,53,46,20,40,34,20,53],[21,50,32,44,55,60],[41,52,52,49,43,43,49,44,27,62,56],[62,50,32,56,33,5]]}","22,12,14",1.04,22/02/2017 17:31:39,22/02/2017 17:32:47,22/02/2017 17:37:45,0:06:06,0:01:08,36,0,How did you try to increase your performance bonus? I tried to click the numbers with high values.
68,0,1,0,"[77,64,74,61,80,69,60,70,66,60,70,69,60,62,76,67]","[38,8,15,28,4,6,19,18,26,34,36,29,13,11,21,39]","{""xcollect"":[[9,8,7,6,5,4],[12,13,11,10,9,8,7,6,14,5,24],[17,15,21,22,20,19],[27,16,15,13,14,12,6,4,3,2,19],[5,4,3,2,1,0],[21,13,12,14,15,16,6,3,26,28,24],[14,13,15,16,21,25],[27,3,8,13,17,26,25,24,28,23,29],[7,6,8,9,5,18],[19,8,4,14,13,12,11,15,24,25,23],[3,4,12,13,11,10],[5,4,3,2,6,16,13,21,23,22,20],[22,12,6,3,2,1],[24,16,13,10,5,4,3,2,1,0,20],[29,28,27,26,25,24],[11,10,12,13,14,15,16,17,18,19,9]],""ycollect"":[[27,47,67,83,93,89],[77,63,87,95,100,96,84,64,52,50,47],[34,24,94,80,97,88],[26,81,92,94,99,76,32,60,66,43,78],[69,76,88,85,75,75],[7,94,75,100,87,60,20,34,43,29,59],[83,66,89,68,7,48],[96,40,49,49,15,99,99,86,83,65,70],[97,74,93,65,53,101],[0,50,47,80,99,95,70,49,83,60,92],[54,47,93,72,101,95],[79,102,87,52,31,35,22,57,54,60,66],[27,27,49,73,75,77],[27,53,54,30,58,64,69,72,60,49,42],[75,80,88,94,91,72],[67,51,86,99,100,93,84,75,61,40,43]],""ycollectScaled"":[[26,41,57,69,77,74],[54,45,61,66,69,66,59,46,38,37,35],[30,23,75,64,77,70],[21,54,61,62,65,51,25,42,45,31,53],[60,66,75,73,65,65],[10,70,57,74,65,46,19,28,35,25,46],[55,45,58,46,9,34],[72,33,39,39,16,74,74,65,63,51,54],[69,54,66,48,40,72],[5,35,33,53,64,62,47,34,55,41,60],[43,38,70,55,76,72],[60,75,65,41,26,29,20,44,42,46,51],[21,21,34,49,50,51],[22,38,38,24,41,45,48,50,42,35,31],[62,66,72,76,74,60],[50,39,63,71,72,67,61,55,46,32,34]]}","14,99,71",1.18,22/02/2017 17:22:36,22/02/2017 17:55:22,22/02/2017 18:02:30,0:39:54,0:32:46,30,1,How did you try to increase your performance bonus? Just clicking near the highest numbers
69,0,1,1,"[71,74,67,72,75,61,70,73,74,63,80,63,62,71,68,75]","[9,33,14,25,16,3,2,8,31,24,37,38,13,19,32,18]","{""xcollect"":[[9,17,13,18,19,16,15,19,20,27,28],[5,17,18,19,20,24],[18,14,10,6,2,1,0,3,25,26,24],[4,9,5,3,2,1],[2,1,3,4,5,18,25,29,11,10,9],[9,4,14,15,13,12],[11,18,27,4,7,8,9,2,1,0,22],[24,1,7,8,9,10],[26,2,4,3,8,13,17,20,21,22,23],[9,10,8,7,6,2],[28,1,2,0,3,4,5,6,7,8,9],[3,4,5,6,11,18],[15,0,1,2,3,4,5,6,28,29,27],[13,1,14,15,16,17],[1,29,21,19,20,22,24,23,15,14,16],[11,17,21,26,27,28]],""ycollect"":[[8,96,13,101,92,71,35,89,65,64,66],[34,46,63,53,18,60],[68,18,33,0,97,99,84,72,74,53,77],[70,63,64,85,98,100],[77,57,83,71,47,16,44,0,42,53,78],[51,20,70,31,100,97],[9,10,39,33,24,54,56,76,97,98,45],[49,-1,84,96,102,96],[28,46,42,47,40,14,25,59,99,83,29],[94,76,102,91,66,8],[8,65,74,39,74,78,86,94,100,98,80],[65,90,93,85,-1,53],[56,70,78,74,76,79,71,49,90,76,100],[65,45,83,88,68,37],[1,13,76,47,63,84,69,81,100,81,94],[38,12,19,100,94,83]],""ycollectScaled"":[[11,73,14,77,70,55,30,68,51,50,52],[30,39,52,44,18,49],[51,17,27,5,70,71,61,53,55,41,57],[55,50,51,66,76,77],[63,48,67,58,40,17,38,5,37,45,64],[36,17,48,24,66,64],[11,12,32,28,22,43,44,58,73,74,37],[41,4,66,75,79,75],[26,39,36,40,35,15,24,49,78,66,26],[64,53,69,62,47,10],[11,57,64,36,64,67,74,80,85,83,69],[46,62,64,59,4,38],[40,48,53,51,52,54,49,35,61,52,67],[51,37,64,67,53,31],[6,14,57,37,48,62,52,60,73,60,69],[34,14,19,80,76,67]]}","29,70,58",1.1,22/02/2017 17:33:02,22/02/2017 17:34:04,22/02/2017 17:37:10,0:04:08,0:01:02,26,1,I just followed the rules
70,1,0,0,"[68,77,75,71,62,66,60,79,74,65,61,67,74,69,60,75]","[32,16,34,7,0,26,2,17,35,29,10,15,12,37,23,24]","{""xcollect"":[[27,26,28,29,16,7],[19,20,21,22,23,24,25,5,11,12,10],[14,22,4,9,27,28],[11,13,14,12,16,24,23,5,4,6,7],[4,11,18,19,17,16],[23,22,21,20,24,25,25,26,26,25,27],[2,10,11,9,17,18],[2,3,1,0,7,10,11,9,8,12,13],[19,18,17,16,15,14],[24,23,25,26,27,16,16,15,13,10,9],[21,16,15,14,13,10],[12,13,14,20,21,19,18,22,23,24,25],[14,13,15,16,12,6],[29,28,20,14,13,15,16,17,18,8,7],[8,14,15,16,17,13],[3,12,13,11,10,14,19,20,18,17,21]],""ycollect"":[[61,25,99,89,48,51],[50,71,99,95,99,75,55,10,84,87,56],[26,20,32,0,49,52],[38,71,73,38,29,43,40,59,8,58,43],[0,27,75,68,68,50],[60,71,71,47,81,98,100,78,76,100,54],[27,67,21,55,55,23],[50,24,99,56,9,81,64,80,60,49,58],[100,98,79,98,96,78],[54,40,101,80,33,51,52,24,38,73,64],[41,52,100,62,57,100],[43,7,0,70,72,47,33,72,61,41,37],[100,51,93,57,32,8],[68,54,15,64,31,75,73,70,44,23,48],[1,67,83,89,68,69],[22,95,80,69,24,50,90,77,100,58,61]],""ycollectScaled"":[[46,22,72,66,38,40],[44,60,81,78,81,63,47,13,70,72,48],[25,20,29,5,42,44],[32,55,57,32,26,36,33,47,11,46,36],[5,22,52,47,47,36],[45,52,52,36,58,70,71,56,55,71,41],[21,45,18,38,38,19],[45,24,83,49,12,69,56,68,52,44,51],[79,78,63,78,76,63],[40,31,71,57,26,38,39,21,30,52,47],[30,37,66,43,40,66],[34,10,5,52,53,36,27,53,46,32,30],[79,43,74,47,29,11],[52,42,15,49,26,57,55,53,35,21,38],[6,45,55,58,46,46],[22,76,65,57,23,43,73,63,80,49,51]]}","18,101,81",1.04,22/02/2017 17:39:27,22/02/2017 17:40:07,22/02/2017 17:43:12,0:03:45,0:00:40,38,1,"How did you try to increase your performance bonus? I just tried to find the largest and click around it.  If I only had small things, I would go to different areas"
71,1,0,1,"[71,72,75,68,71,61,78,79,69,65,77,70,70,65,67,66]","[6,1,29,28,36,33,18,30,13,10,27,32,5,0,11,31]","{""xcollect"":[[9,10,11,8,12,18,19,17,16,24,25],[26,20,14,13,12,15],[25,26,24,20,19,18,15,8,7,4,3],[7,8,9,3,15,23],[0,3,27,22,21,18,17,19,11,7,13],[11,16,24,10,9,4],[19,10,4,25,24,23,22,27,15,2,21],[4,9,10,8,16,16],[18,21,12,8,7,6,3,24,25,23,27],[19,15,14,16,5,6],[18,19,17,16,23,10,6,26,13,2,1],[3,4,5,2,24,23],[7,6,8,9,22,22,22,21,16,25,27],[24,23,25,26,18,17],[13,24,21,20,22,8,10,2,6,27,17],[27,23,18,8,15,20]],""ycollect"":[[69,91,76,19,76,83,49,99,67,99,98],[30,20,86,88,65,87],[100,80,55,82,99,71,23,73,62,78,63],[79,93,67,20,31,15],[41,44,33,69,63,100,87,75,51,62,42],[70,47,44,85,58,48],[17,42,60,48,78,102,76,41,-1,17,34],[22,92,76,37,39,38],[59,27,71,78,92,8,48,84,61,86,63],[37,101,64,52,44,54],[84,81,100,76,14,47,5,51,13,77,25],[86,100,62,75,87,74],[80,61,81,74,39,41,40,55,48,69,30],[91,71,100,67,76,65],[24,45,101,63,89,35,21,48,58,44,18],[34,61,70,30,26,66]],""ycollectScaled"":[[54,70,59,18,59,64,40,75,53,75,75],[27,19,67,68,52,68],[80,65,46,67,79,58,22,60,52,64,52],[59,68,51,19,26,15],[34,36,28,54,50,76,67,58,41,49,35],[48,34,32,57,40,34],[18,38,52,42,66,85,64,37,4,18,32],[22,78,65,34,36,35],[46,24,54,59,68,11,38,63,47,64,48],[29,71,47,39,34,40],[70,67,82,64,16,41,9,44,15,64,24],[65,75,48,58,66,57],[61,48,62,57,32,34,33,44,39,53,26],[64,51,70,49,54,47],[21,35,73,47,65,28,19,37,44,34,17],[27,45,51,25,22,49]]}","21,27,23",1.22,22/02/2017 17:39:50,22/02/2017 17:42:58,22/02/2017 17:50:25,0:10:35,0:03:08,56,0,"I tried to guess,based on previous knowledge, where the high points zones were, and once I found a high value box I clicked the neighboring boxes to see if there were even higher paying boxes nearby."
72,1,1,0,"[62,78,61,65,65,64,69,61,79,73,72,61,74,71,71,74]","[34,27,13,29,20,38,15,30,35,0,37,4,16,26,8,18]","{""xcollect"":[[2,12,11,13,14,20],[18,17,19,16,15,14,17,13,12,11,20],[23,10,16,27,28,26],[26,5,4,3,2,6,13,18,19,17,22],[19,18,20,21,22,17],[26,9,22,28,29,3,7,1,12,16,17],[18,22,23,21,20,19],[27,18,13,21,6,3,0,1,2,10,8],[26,17,16,18,19,20],[8,20,6,12,13,11,10,9,17,1,0],[21,24,20,19,18,17],[28,16,23,24,22,21,20,19,6,3,0],[26,13,12,14,15,16],[7,8,6,1,17,18,19,16,21,27,23],[11,10,9,8,7,6],[21,5,4,6,7,13,10,28,29,26,25]],""ycollect"":[[16,96,70,100,80,2],[84,86,73,78,70,70,86,68,61,54,62],[37,5,45,99,90,99],[3,79,100,85,51,33,24,89,84,72,60],[101,87,100,90,77,65],[60,28,47,75,91,64,67,32,7,98,80],[65,79,59,93,99,87],[24,39,4,11,30,65,98,99,90,62,52],[45,76,65,85,95,100],[64,9,-1,76,63,90,100,92,43,70,63],[76,68,79,81,87,85],[32,8,94,79,102,95,88,77,75,86,75],[47,92,65,99,81,53],[95,91,76,25,93,101,85,61,60,33,31],[86,96,99,94,84,67],[19,88,67,92,77,51,28,82,70,101,98]],""ycollectScaled"":[[15,65,48,67,55,6],[71,72,62,66,60,60,72,58,53,47,53],[28,8,32,65,60,65],[7,56,70,60,38,26,21,63,60,52,44],[71,62,70,64,55,47],[43,23,35,53,63,46,48,25,9,68,56],[50,60,46,69,73,65],[20,29,7,12,23,45,65,65,60,43,37],[41,65,56,72,80,84],[52,12,4,60,51,71,78,72,36,56,51],[60,54,62,63,68,66],[25,10,62,53,67,63,59,52,51,57,51],[40,73,53,78,65,44],[72,70,59,23,71,77,65,48,48,28,27],[66,73,75,72,65,53],[19,70,55,73,62,43,26,66,57,80,78]]}","24,87,69",1.39,22/02/2017 17:33:39,22/02/2017 18:02:19,22/02/2017 18:07:46,0:34:07,0:28:40,22,1,I tried to stick to the tiles that had larger numbers and clicked the ones that were close to them.
