"participant","leaveoutindex","reward","environment","horizon","tau"
74,1,"Best","Smooth",5,0.935345984977784
74,2,"Best","Smooth",5,1.01913656522364
74,3,"Best","Smooth",5,0.871819282212372
74,4,"Best","Smooth",5,1.17413010205385
74,5,"Best","Smooth",5,1.30335283919233
74,6,"Best","Smooth",5,1.12252559312418
74,7,"Best","Smooth",5,1.69930903652983
74,8,"Best","Smooth",5,0.951313214263124
74,1,"Best","Smooth",10,0.653039032345641
74,2,"Best","Smooth",10,0.74187831715072
74,3,"Best","Smooth",10,0.816117921389206
74,4,"Best","Smooth",10,0.664771057836474
74,5,"Best","Smooth",10,0.623344585841046
74,6,"Best","Smooth",10,0.702419328280552
74,7,"Best","Smooth",10,0.660870953716873
74,8,"Best","Smooth",10,0.735499752123659
75,1,"Best","Rough",5,0.487097651376149
75,2,"Best","Rough",5,0.490903431257809
75,3,"Best","Rough",5,0.486972953088314
75,4,"Best","Rough",5,0.489048163279838
75,5,"Best","Rough",5,0.486712813079415
75,6,"Best","Rough",5,0.519195341827904
75,7,"Best","Rough",5,0.505935629269775
75,8,"Best","Rough",5,0.560366456891843
75,1,"Best","Rough",10,0.558012180159848
75,2,"Best","Rough",10,0.494044778284507
75,3,"Best","Rough",10,0.542782202962835
75,4,"Best","Rough",10,0.587174581321308
75,5,"Best","Rough",10,0.508214171462096
75,6,"Best","Rough",10,0.534147070231802
75,7,"Best","Rough",10,0.549528742812574
75,8,"Best","Rough",10,0.507039261674043
76,1,"Best","Smooth",5,1.96027780503099
76,2,"Best","Smooth",5,3.34298663700032
76,3,"Best","Smooth",5,3.14814342632529
76,4,"Best","Smooth",5,1.51561482375281
76,5,"Best","Smooth",5,1.49615375824178
76,6,"Best","Smooth",5,2.32519492252968
76,7,"Best","Smooth",5,1.73230646493084
76,8,"Best","Smooth",5,4.55103002510499
76,1,"Best","Smooth",10,0.807733474208328
76,2,"Best","Smooth",10,0.675947124336981
76,3,"Best","Smooth",10,0.713461396120461
76,4,"Best","Smooth",10,0.722419158103117
76,5,"Best","Smooth",10,0.700424206418385
76,6,"Best","Smooth",10,0.735623249223624
76,7,"Best","Smooth",10,0.706507362045554
76,8,"Best","Smooth",10,0.832209445057276
77,1,"Cumulative","Smooth",5,0.398198206237063
77,2,"Cumulative","Smooth",5,0.430315739070524
77,3,"Cumulative","Smooth",5,0.417157451185408
77,4,"Cumulative","Smooth",5,0.369583821076707
77,5,"Cumulative","Smooth",5,0.408387505621617
77,6,"Cumulative","Smooth",5,0.433110920315793
77,7,"Cumulative","Smooth",5,0.379186874321979
77,8,"Cumulative","Smooth",5,0.353204227565411
77,1,"Cumulative","Smooth",10,0.450799478840926
77,2,"Cumulative","Smooth",10,0.408860755639097
77,3,"Cumulative","Smooth",10,0.42448191350209
77,4,"Cumulative","Smooth",10,0.445469194265199
77,5,"Cumulative","Smooth",10,0.446980664621466
77,6,"Cumulative","Smooth",10,0.458444001752183
77,7,"Cumulative","Smooth",10,0.435619650034751
77,8,"Cumulative","Smooth",10,0.416577634771755
78,1,"Best","Smooth",5,3.06322580712933
78,2,"Best","Smooth",5,148.401273649639
78,3,"Best","Smooth",5,4.99660241547651
78,4,"Best","Smooth",5,3.22240839939367
78,5,"Best","Smooth",5,2.87880196344754
78,6,"Best","Smooth",5,2.14188433049878
78,7,"Best","Smooth",5,4.06659532158897
78,8,"Best","Smooth",5,15.1968873929444
78,1,"Best","Smooth",10,0.976202443507664
78,2,"Best","Smooth",10,1.17975789225484
78,3,"Best","Smooth",10,1.04092534754606
78,4,"Best","Smooth",10,1.13232354742517
78,5,"Best","Smooth",10,0.943989594395635
78,6,"Best","Smooth",10,1.44841325033179
78,7,"Best","Smooth",10,1.07460277069573
78,8,"Best","Smooth",10,1.44433478379689
79,1,"Cumulative","Smooth",5,0.50771765159099
79,2,"Cumulative","Smooth",5,0.510783211601964
79,3,"Cumulative","Smooth",5,0.485269986883238
79,4,"Cumulative","Smooth",5,0.456194069974743
79,5,"Cumulative","Smooth",5,0.435952291197468
79,6,"Cumulative","Smooth",5,0.46638743268382
79,7,"Cumulative","Smooth",5,0.499772892379948
79,8,"Cumulative","Smooth",5,0.466951725480283
79,1,"Cumulative","Smooth",10,0.523041427601852
79,2,"Cumulative","Smooth",10,0.495608782133595
79,3,"Cumulative","Smooth",10,0.516877214466116
79,4,"Cumulative","Smooth",10,0.511473871276198
79,5,"Cumulative","Smooth",10,0.525299072163471
79,6,"Cumulative","Smooth",10,0.526000281341079
79,7,"Cumulative","Smooth",10,0.540379481021415
79,8,"Cumulative","Smooth",10,0.501748802590764
80,1,"Best","Rough",5,1.54770257944011
80,2,"Best","Rough",5,1.52289980517458
80,3,"Best","Rough",5,1.84289341894958
80,4,"Best","Rough",5,2.64675045206553
80,5,"Best","Rough",5,6.73541916865097
80,6,"Best","Rough",5,4.83386505369156
80,7,"Best","Rough",5,1.89910827784115
80,8,"Best","Rough",5,148.405936583619
80,1,"Best","Rough",10,0.699424365365636
80,2,"Best","Rough",10,0.69077974773048
80,3,"Best","Rough",10,0.780953616509748
80,4,"Best","Rough",10,0.70656192006353
80,5,"Best","Rough",10,0.854714495328854
80,6,"Best","Rough",10,0.713146343415743
80,7,"Best","Rough",10,0.873080870088031
80,8,"Best","Rough",10,0.84510122071468
81,1,"Best","Smooth",5,0.531827388376802
81,2,"Best","Smooth",5,0.54113318274132
81,3,"Best","Smooth",5,0.527175277416814
81,4,"Best","Smooth",5,0.591043280735098
81,5,"Best","Smooth",5,0.482309596174158
81,6,"Best","Smooth",5,0.503980581324622
81,7,"Best","Smooth",5,0.542467881348619
81,8,"Best","Smooth",5,0.557709903795608
81,1,"Best","Smooth",10,0.462010069164193
81,2,"Best","Smooth",10,0.461994356724876
81,3,"Best","Smooth",10,0.452008497810342
81,4,"Best","Smooth",10,0.428555499793348
81,5,"Best","Smooth",10,0.487091399198912
81,6,"Best","Smooth",10,0.482669847680777
81,7,"Best","Smooth",10,0.463968300760476
81,8,"Best","Smooth",10,0.464548403394558
